Department,Monthly Income,Business Travel,Over Time,Job Satisfaction,Work Life Balance,Years At Company,Attrition
Research & Development,5810.435722,Travel_Frequently,No,1,3,11,No
Research & Development,5519.413731,Travel_Rarely,Yes,4,4,10,No
Research & Development,4659.931218,Travel_Frequently,Yes,1,2,11,Yes
Human Resources,5158.804702,Travel_Rarely,No,3,4,12,No
Research & Development,5167.309626,Non-Travel,No,3,2,11,No
Sales,4603.165858,Non-Travel,No,2,4,6,No
Research & Development,4495.58495,Travel_Rarely,No,3,4,7,No
Human Resources,5392.045904,Travel_Rarely,Yes,3,3,8,No
Research & Development,5426.067297,Non-Travel,Yes,2,2,10,No
Sales,4984.048776,Travel_Rarely,Yes,3,4,10,No
Human Resources,5250.625503,Non-Travel,Yes,3,1,9,Yes
Research & Development,5103.873628,Travel_Frequently,No,2,4,8,No
Sales,4598.109361,Travel_Frequently,Yes,1,1,12,Yes
Human Resources,4559.425139,Non-Travel,Yes,1,2,11,Yes
Sales,5615.539735,Travel_Frequently,No,1,2,11,No
Research & Development,4699.642725,Travel_Frequently,Yes,2,3,12,Yes
Human Resources,5264.340129,Travel_Rarely,Yes,4,2,7,No
Sales,5307.184816,Travel_Rarely,No,1,3,10,No
Human Resources,4956.312912,Travel_Frequently,Yes,4,3,9,Yes
Human Resources,5067.545965,Non-Travel,Yes,2,4,13,No
Sales,4577.42039,Non-Travel,Yes,4,1,11,Yes
Human Resources,5138.651104,Travel_Rarely,Yes,2,1,10,Yes
Human Resources,4861.325664,Non-Travel,No,3,1,10,No
Human Resources,5563.824704,Travel_Frequently,No,2,4,11,No
Sales,4833.88616,Non-Travel,Yes,3,4,9,No
Research & Development,5002.140728,Non-Travel,Yes,3,4,8,No
Human Resources,5588.7695,Travel_Rarely,No,4,3,10,No
Sales,5724.475971,Non-Travel,No,3,4,9,No
Research & Development,4739.649664,Non-Travel,No,2,3,11,No
Human Resources,4953.503268,Travel_Frequently,No,1,4,11,No
Research & Development,5080.769722,Travel_Frequently,No,3,4,11,No
Human Resources,4402.591056,Travel_Frequently,No,1,1,9,Yes
Research & Development,4549.900833,Travel_Frequently,Yes,3,3,9,Yes
Human Resources,5107.713794,Non-Travel,Yes,4,1,9,No
Sales,4546.056777,Travel_Rarely,Yes,2,2,12,Yes
Sales,4568.952717,Travel_Frequently,Yes,4,1,10,Yes
Research & Development,5947.494497,Travel_Rarely,Yes,3,3,11,No
Research & Development,4840.20306,Non-Travel,Yes,3,4,10,No
Human Resources,5085.130165,Travel_Rarely,Yes,2,4,6,Yes
Sales,5073.106495,Travel_Rarely,No,4,4,8,No
Sales,5377.288657,Non-Travel,Yes,2,1,11,No
Human Resources,5217.149521,Non-Travel,No,2,2,13,No
Research & Development,5305.331785,Travel_Frequently,No,3,3,9,No
Human Resources,4635.766344,Non-Travel,No,4,4,9,No
Sales,5390.091157,Travel_Rarely,No,2,4,11,No
Sales,5183.828225,Travel_Rarely,No,1,1,12,No
Research & Development,5899.318329,Travel_Frequently,Yes,2,4,11,Yes
Research & Development,4760.319567,Travel_Rarely,No,4,2,12,No
Human Resources,5323.805698,Travel_Rarely,No,4,2,9,No
Sales,3732.526311,Non-Travel,Yes,1,1,5,Yes
Sales,4847.205836,Travel_Rarely,Yes,4,4,11,No
Sales,5229.807321,Non-Travel,Yes,2,4,7,No
Human Resources,4765.327509,Travel_Rarely,No,3,3,11,No
Sales,4787.793393,Non-Travel,Yes,1,3,10,Yes
Sales,5209.43205,Travel_Frequently,No,1,3,11,No
Research & Development,4788.018075,Non-Travel,Yes,3,1,10,Yes
Research & Development,4308.967001,Travel_Rarely,No,1,1,8,Yes
Sales,4787.168725,Non-Travel,Yes,4,2,10,No
Research & Development,5330.00809,Travel_Rarely,No,4,1,7,No
Human Resources,4873.667868,Travel_Rarely,Yes,1,2,12,Yes
Sales,5288.621927,Travel_Frequently,Yes,1,2,9,Yes
Human Resources,5075.835985,Non-Travel,No,2,3,13,No
Research & Development,5323.352517,Travel_Rarely,Yes,1,4,9,Yes
Human Resources,4883.098263,Travel_Rarely,No,2,2,6,Yes
Research & Development,5803.846678,Travel_Rarely,No,4,4,6,No
Human Resources,5353.429593,Non-Travel,No,3,3,10,No
Human Resources,5127.218398,Travel_Rarely,No,2,2,8,Yes
Human Resources,4527.12396,Travel_Rarely,Yes,3,2,10,Yes
Research & Development,4677.728771,Non-Travel,Yes,4,3,12,No
Human Resources,3992.51199,Travel_Frequently,No,3,1,9,Yes
Sales,4611.172485,Travel_Frequently,No,4,3,10,No
Human Resources,4937.663622,Travel_Rarely,No,4,4,4,No
Sales,4661.223054,Non-Travel,No,1,4,7,No
Research & Development,4361.731194,Travel_Rarely,Yes,3,2,12,Yes
Human Resources,5009.930841,Travel_Rarely,Yes,3,4,11,No
Research & Development,4965.816469,Travel_Frequently,Yes,2,1,11,Yes
Human Resources,5383.32925,Non-Travel,No,2,2,11,No
Research & Development,5112.130786,Travel_Frequently,Yes,3,3,9,Yes
Research & Development,5666.145337,Travel_Rarely,No,1,4,9,No
Sales,4294.767982,Travel_Frequently,No,2,2,13,Yes
Research & Development,5677.711451,Travel_Frequently,No,1,4,8,No
Sales,5124.188672,Non-Travel,No,3,1,9,No
Sales,3441.361932,Non-Travel,No,4,4,9,No
Sales,5029.474525,Travel_Frequently,Yes,2,2,7,Yes
Sales,4272.047161,Non-Travel,Yes,1,4,10,Yes
Sales,4262.888975,Travel_Frequently,Yes,2,1,11,Yes
Human Resources,5015.190398,Non-Travel,Yes,4,2,10,No
Human Resources,4460.973913,Travel_Frequently,Yes,1,2,12,Yes
Human Resources,4363.886044,Travel_Frequently,Yes,1,1,11,Yes
Research & Development,4389.080444,Travel_Frequently,No,1,3,13,Yes
Research & Development,5145.974647,Travel_Rarely,Yes,4,2,8,Yes
Sales,5482.145526,Travel_Rarely,Yes,3,3,8,Yes
Human Resources,4981.581021,Non-Travel,No,2,3,9,No
Research & Development,5229.068925,Travel_Frequently,No,2,3,8,Yes
Research & Development,4616.739813,Non-Travel,Yes,4,2,7,No
Research & Development,4026.958592,Travel_Rarely,Yes,1,3,8,Yes
Sales,3978.11202,Travel_Frequently,Yes,2,3,7,Yes
Human Resources,5324.311409,Travel_Rarely,No,2,1,12,No
Sales,5553.488426,Non-Travel,No,2,2,13,No
Research & Development,3968.010359,Non-Travel,Yes,2,1,9,Yes
Human Resources,4348.561427,Travel_Frequently,No,4,3,8,Yes
Research & Development,4512.5657,Non-Travel,Yes,4,4,15,No
Human Resources,4796.864526,Travel_Rarely,Yes,4,2,11,Yes
Human Resources,5964.821726,Travel_Frequently,Yes,1,3,14,No
Human Resources,4801.414211,Travel_Rarely,No,4,3,12,No
Research & Development,4896.127097,Travel_Frequently,Yes,4,1,6,Yes
Research & Development,5150.953066,Travel_Frequently,Yes,1,4,10,Yes
Human Resources,4828.501438,Non-Travel,Yes,2,2,10,Yes
Human Resources,5256.025119,Travel_Rarely,Yes,2,2,9,Yes
Research & Development,5154.189854,Travel_Frequently,No,4,3,11,No
Research & Development,4557.805984,Travel_Frequently,No,4,2,9,No
Human Resources,5417.526975,Travel_Frequently,Yes,1,1,14,Yes
Research & Development,4580.227155,Travel_Rarely,No,2,1,12,Yes
Research & Development,4967.859258,Travel_Frequently,No,3,2,10,No
Sales,5173.915443,Travel_Frequently,Yes,3,1,10,Yes
Research & Development,5175.861837,Travel_Rarely,Yes,4,4,9,No
Sales,4672.548552,Non-Travel,No,1,2,7,No
Research & Development,4970.07497,Travel_Rarely,Yes,2,2,10,Yes
Research & Development,5224.966367,Non-Travel,No,3,4,7,No
Research & Development,4159.629594,Travel_Rarely,No,3,1,10,Yes
Human Resources,4628.71318,Non-Travel,No,1,3,10,No
Human Resources,5422.077897,Travel_Rarely,No,2,3,8,No
Human Resources,4085.705697,Non-Travel,No,3,3,12,No
Human Resources,4852.309232,Non-Travel,No,2,4,5,Yes
Research & Development,5057.225101,Non-Travel,No,1,1,11,No
Sales,5930.067946,Non-Travel,No,3,1,12,No
Sales,5348.184509,Non-Travel,No,4,1,12,No
Research & Development,4682.903852,Non-Travel,Yes,4,1,9,No
Research & Development,6218.515478,Travel_Frequently,Yes,3,4,10,No
Research & Development,4333.472826,Travel_Rarely,Yes,1,4,8,Yes
Research & Development,4396.320552,Non-Travel,No,2,2,11,No
Human Resources,5384.455383,Non-Travel,No,3,2,15,No
Human Resources,5871.92342,Travel_Rarely,No,2,2,8,No
Human Resources,4942.008481,Travel_Rarely,No,1,1,7,Yes
Human Resources,4923.750901,Travel_Rarely,Yes,2,1,10,Yes
Sales,6575.208263,Travel_Rarely,Yes,4,1,10,No
Sales,4881.821828,Travel_Frequently,No,4,3,7,No
Research & Development,4829.282839,Travel_Rarely,No,2,2,11,Yes
Sales,5055.679766,Travel_Rarely,Yes,3,1,7,Yes
Human Resources,4753.437091,Travel_Rarely,Yes,3,4,11,No
Human Resources,5306.945363,Travel_Frequently,Yes,1,1,12,Yes
Research & Development,5325.07203,Travel_Frequently,No,1,2,8,No
Sales,4391.227057,Travel_Rarely,Yes,3,3,7,Yes
Human Resources,4739.70823,Travel_Rarely,No,3,4,11,No
Human Resources,4843.430208,Travel_Rarely,No,4,3,7,No
Research & Development,5438.837122,Travel_Frequently,No,4,1,8,No
Sales,5346.548905,Travel_Rarely,Yes,3,2,9,No
Sales,5029.884881,Travel_Frequently,No,3,1,10,No
Sales,5015.591909,Travel_Frequently,Yes,2,1,11,Yes
Research & Development,5206.196629,Travel_Rarely,No,4,2,13,No
Research & Development,4922.348153,Travel_Frequently,No,3,4,12,No
Human Resources,5103.312158,Travel_Frequently,No,4,2,13,No
Sales,4392.533102,Non-Travel,Yes,1,4,10,Yes
Research & Development,4615.199331,Non-Travel,Yes,2,3,11,No
Human Resources,5001.963576,Travel_Rarely,Yes,4,4,9,Yes
Sales,4911.81633,Travel_Frequently,Yes,4,1,11,Yes
Research & Development,4479.131892,Travel_Frequently,Yes,3,1,14,Yes
Research & Development,5199.763927,Non-Travel,No,1,1,14,No
Human Resources,4915.367528,Travel_Frequently,Yes,3,1,12,Yes
Research & Development,4903.355832,Travel_Frequently,Yes,4,4,7,Yes
Research & Development,4973.604542,Travel_Rarely,Yes,1,4,12,No
Research & Development,5309.15358,Non-Travel,Yes,2,3,5,Yes
Sales,3750.62739,Non-Travel,Yes,3,1,8,Yes
Research & Development,4663.104924,Travel_Rarely,No,2,3,8,No
Sales,4189.287751,Non-Travel,No,1,3,12,No
Research & Development,4061.26794,Travel_Frequently,No,3,2,10,Yes
Research & Development,4583.162591,Travel_Frequently,Yes,1,2,10,Yes
Human Resources,5490.53698,Non-Travel,No,3,4,14,No
Sales,4460.563045,Travel_Rarely,No,2,4,9,Yes
Human Resources,5214.991475,Travel_Frequently,No,1,4,13,No
Human Resources,4605.587619,Travel_Rarely,Yes,1,2,10,Yes
Sales,4507.485705,Travel_Rarely,No,1,2,11,No
Human Resources,3716.146447,Travel_Frequently,Yes,1,4,13,Yes
Sales,5095.020649,Travel_Frequently,Yes,4,3,5,Yes
Research & Development,4595.232606,Travel_Rarely,No,3,1,12,No
Sales,5307.46364,Non-Travel,Yes,4,2,11,No
Research & Development,4964.059389,Travel_Frequently,No,3,3,13,No
Human Resources,4969.499274,Non-Travel,No,1,3,7,No
Human Resources,3999.612481,Travel_Frequently,No,1,2,12,Yes
Human Resources,4976.82628,Travel_Frequently,Yes,3,2,12,Yes
Research & Development,4914.601064,Travel_Frequently,Yes,3,3,12,Yes
Research & Development,4603.368904,Non-Travel,No,4,3,13,No
Sales,5697.650996,Travel_Frequently,Yes,3,2,12,Yes
Sales,4212.801508,Travel_Frequently,Yes,2,3,7,Yes
Sales,4710.894511,Travel_Rarely,No,1,1,11,Yes
Research & Development,5356.397426,Non-Travel,Yes,2,1,11,No
Human Resources,4827.742316,Travel_Frequently,Yes,4,4,9,No
Sales,5000.560808,Non-Travel,Yes,3,3,12,No
Sales,4484.116179,Travel_Rarely,No,1,1,9,Yes
Human Resources,4290.459736,Travel_Frequently,Yes,3,3,8,Yes
Human Resources,5510.069895,Non-Travel,No,3,3,8,No
Human Resources,4301.801804,Non-Travel,Yes,2,1,10,Yes
Research & Development,4708.463069,Non-Travel,No,4,1,12,No
Human Resources,4909.843739,Non-Travel,No,3,4,14,No
Sales,4729.222698,Non-Travel,Yes,4,4,11,No
Sales,4981.726828,Travel_Frequently,Yes,4,1,10,Yes
Sales,4591.487731,Non-Travel,No,2,4,8,No
Human Resources,5808.956728,Travel_Frequently,No,4,1,10,No
Sales,5214.468943,Travel_Frequently,Yes,4,4,12,Yes
Human Resources,4172.976571,Travel_Frequently,No,4,4,10,No
Sales,5387.520119,Travel_Rarely,No,1,3,11,No
Human Resources,5141.670168,Travel_Frequently,No,2,3,13,No
Human Resources,4208.512828,Travel_Frequently,Yes,3,1,14,Yes
Sales,4907.290455,Non-Travel,No,4,4,11,No
Sales,3684.626219,Travel_Frequently,Yes,3,2,9,Yes
Sales,5296.524838,Travel_Rarely,Yes,1,4,10,Yes
Human Resources,5448.218904,Travel_Frequently,Yes,2,1,13,Yes
Human Resources,4122.113832,Travel_Frequently,No,4,4,11,No
Research & Development,5325.776216,Travel_Rarely,No,4,3,7,No
Human Resources,4688.284343,Travel_Rarely,Yes,4,4,9,Yes
Human Resources,4187.042006,Travel_Rarely,No,1,3,9,Yes
Sales,5144.873632,Travel_Rarely,No,1,1,7,Yes
Human Resources,4338.325497,Non-Travel,Yes,4,2,8,No
Human Resources,5234.246335,Non-Travel,Yes,1,1,11,Yes
Research & Development,4480.447523,Non-Travel,Yes,1,1,12,Yes
Human Resources,5489.859247,Non-Travel,Yes,1,4,9,Yes
Human Resources,4731.388738,Travel_Rarely,No,4,1,7,No
Sales,5258.032545,Non-Travel,No,4,3,12,No
Human Resources,5784.075941,Travel_Rarely,No,2,3,8,No
Human Resources,4474.929622,Travel_Rarely,Yes,2,2,9,Yes
Sales,4887.274578,Non-Travel,Yes,2,4,6,Yes
Human Resources,4019.108641,Non-Travel,Yes,2,4,9,Yes
Human Resources,5301.098077,Travel_Rarely,No,2,4,9,No
Human Resources,4555.204918,Non-Travel,Yes,1,3,9,Yes
Sales,4800.926512,Travel_Rarely,No,3,2,6,No
Human Resources,4458.572686,Non-Travel,Yes,1,2,10,Yes
Research & Development,3876.954605,Non-Travel,Yes,1,4,9,Yes
Research & Development,5150.864228,Travel_Rarely,Yes,3,1,9,Yes
Research & Development,4478.156966,Non-Travel,Yes,2,2,12,Yes
Human Resources,5127.642021,Travel_Rarely,No,2,3,13,No
Human Resources,4851.483515,Non-Travel,No,2,3,11,No
Sales,4369.542595,Non-Travel,No,2,4,10,No
Sales,4822.899918,Travel_Frequently,No,1,4,8,Yes
Sales,4981.110903,Travel_Frequently,No,3,4,13,No
Research & Development,4832.730492,Non-Travel,No,3,4,12,No
Human Resources,5107.077784,Travel_Rarely,Yes,2,1,8,Yes
Sales,4778.925991,Travel_Frequently,No,1,4,10,No
Human Resources,4826.692997,Non-Travel,No,2,3,12,No
Sales,5135.863252,Travel_Frequently,No,4,3,10,No
Sales,5904.398398,Non-Travel,No,3,4,10,No
Research & Development,3936.66737,Non-Travel,No,3,1,12,No
Sales,5640.934829,Travel_Frequently,No,2,4,10,No
Sales,5090.238821,Travel_Rarely,Yes,3,1,14,No
Research & Development,5267.300162,Non-Travel,Yes,1,2,7,Yes
Sales,4395.708043,Non-Travel,Yes,1,2,10,Yes
Human Resources,5278.197446,Non-Travel,No,4,2,9,No
Research & Development,5015.202743,Travel_Rarely,Yes,3,3,13,No
Human Resources,5716.11575,Travel_Rarely,No,4,1,9,No
Human Resources,5139.184722,Travel_Rarely,No,4,3,12,No
Research & Development,4723.595839,Travel_Rarely,Yes,3,4,10,Yes
Research & Development,4363.869902,Non-Travel,No,1,1,7,Yes
Human Resources,4636.364946,Travel_Rarely,No,4,3,13,No
Human Resources,4345.69178,Travel_Frequently,No,2,1,7,Yes
Sales,4455.795281,Non-Travel,Yes,1,4,9,Yes
Sales,5176.224167,Travel_Rarely,No,4,2,10,No
Human Resources,4587.153963,Non-Travel,No,2,3,12,No
Research & Development,4616.59028,Non-Travel,Yes,4,3,10,No
Sales,4462.424296,Travel_Frequently,Yes,1,1,11,Yes
Human Resources,4998.693604,Travel_Rarely,Yes,2,2,4,Yes
Human Resources,4529.322396,Non-Travel,No,4,3,11,No
Research & Development,4904.691438,Travel_Frequently,Yes,1,2,13,Yes
Research & Development,4611.541844,Travel_Rarely,No,4,2,8,Yes
Human Resources,4852.407942,Travel_Frequently,No,4,2,14,No
Sales,5085.376997,Non-Travel,No,2,2,12,No
Research & Development,5176.010468,Travel_Frequently,No,2,2,9,Yes
Research & Development,5721.418965,Travel_Frequently,No,1,3,8,No
Research & Development,4903.23237,Travel_Frequently,No,2,3,8,Yes
Research & Development,5925.202346,Non-Travel,No,1,4,10,No
Human Resources,4688.533427,Non-Travel,No,1,1,10,No
Sales,5350.426424,Travel_Frequently,No,1,4,12,No
Human Resources,4447.397686,Travel_Frequently,No,2,4,11,No
Research & Development,4795.182281,Travel_Frequently,Yes,3,1,12,Yes
Research & Development,4523.989951,Travel_Rarely,No,1,1,8,Yes
Sales,5151.594341,Travel_Frequently,No,3,4,8,No
Human Resources,5069.943366,Non-Travel,Yes,3,3,10,No
Sales,5042.943845,Non-Travel,No,3,3,6,No
Research & Development,5040.955915,Travel_Rarely,Yes,4,1,9,Yes
Research & Development,4708.05889,Travel_Rarely,No,4,1,11,No
Research & Development,5031.651475,Non-Travel,No,3,4,10,No
Research & Development,5056.231653,Travel_Rarely,Yes,4,3,12,No
Human Resources,5077.016492,Non-Travel,No,4,3,8,No
Sales,4927.387681,Travel_Rarely,No,1,2,7,No
Sales,4481.556258,Travel_Frequently,No,2,2,10,No
Research & Development,4638.929297,Travel_Rarely,No,4,1,6,No
Human Resources,4781.376145,Travel_Rarely,Yes,3,1,12,Yes
Research & Development,5293.042994,Travel_Rarely,No,2,2,9,No
Human Resources,4101.156785,Travel_Rarely,Yes,3,1,7,Yes
Sales,4941.860336,Travel_Frequently,Yes,1,3,12,Yes
Sales,5288.582177,Travel_Frequently,Yes,1,3,9,Yes
Research & Development,4826.265865,Travel_Frequently,Yes,4,4,5,Yes
Sales,5752.851313,Non-Travel,No,1,2,11,No
Human Resources,5294.902252,Travel_Frequently,No,3,4,11,No
Sales,4311.051921,Non-Travel,No,3,3,12,No
Research & Development,4478.594056,Non-Travel,Yes,4,3,8,No
Research & Development,5535.857234,Travel_Frequently,Yes,4,3,12,No
Sales,5613.516909,Travel_Frequently,Yes,1,3,12,Yes
Research & Development,5494.625252,Travel_Rarely,No,3,1,11,No
Human Resources,4873.306474,Non-Travel,Yes,1,1,10,Yes
Human Resources,3991.966599,Travel_Frequently,Yes,1,1,7,Yes
Research & Development,5112.512987,Travel_Rarely,No,2,4,11,No
Human Resources,4327.855422,Non-Travel,No,4,1,8,Yes
Research & Development,5113.160017,Non-Travel,Yes,2,3,8,Yes
Sales,5351.897183,Travel_Frequently,Yes,2,4,9,Yes
Research & Development,5315.22042,Travel_Rarely,No,1,3,9,No
Sales,5049.086282,Non-Travel,No,4,3,13,No
Research & Development,5582.042064,Non-Travel,No,3,3,13,No
Sales,5584.12593,Travel_Frequently,Yes,3,2,9,Yes
Human Resources,5886.985223,Travel_Frequently,No,2,3,12,No
Sales,6182.222088,Travel_Frequently,Yes,3,1,10,Yes
Sales,4785.053557,Non-Travel,No,3,2,7,No
Sales,5664.992606,Travel_Rarely,Yes,3,4,11,No
Sales,5295.884601,Travel_Frequently,No,3,1,12,No
Human Resources,5034.143956,Non-Travel,No,4,4,12,No
Research & Development,4716.66195,Travel_Frequently,No,2,1,10,No
Human Resources,4415.347018,Non-Travel,No,4,2,10,No
Research & Development,4823.372558,Travel_Frequently,Yes,1,1,10,Yes
Human Resources,5290.593479,Travel_Rarely,Yes,2,3,10,Yes
Sales,4737.182796,Non-Travel,No,3,4,9,No
Research & Development,5639.733008,Travel_Rarely,No,4,2,13,No
Research & Development,5033.937018,Travel_Rarely,No,3,3,9,No
Human Resources,4340.643881,Travel_Rarely,No,2,4,12,No
Human Resources,4539.568682,Travel_Frequently,Yes,2,2,9,Yes
Sales,5461.940048,Non-Travel,No,1,4,10,No
Human Resources,5018.593508,Non-Travel,Yes,1,4,10,No
Sales,4975.611981,Travel_Frequently,No,4,1,7,No
Human Resources,4731.985081,Travel_Frequently,No,3,4,10,No
Human Resources,5614.543072,Travel_Frequently,Yes,1,2,9,Yes
Human Resources,4537.628678,Travel_Frequently,No,4,3,9,Yes
Research & Development,4868.544211,Travel_Rarely,Yes,4,2,9,No
Human Resources,4697.463682,Travel_Frequently,Yes,3,3,10,Yes
Human Resources,5271.681336,Non-Travel,No,4,3,10,No
Human Resources,4703.22989,Non-Travel,Yes,4,1,9,No
Research & Development,4943.992989,Non-Travel,No,2,3,11,No
Human Resources,5299.368276,Non-Travel,Yes,3,4,11,No
Sales,4494.989919,Travel_Rarely,Yes,1,1,7,Yes
Sales,5273.995249,Travel_Rarely,No,1,2,10,No
Sales,4748.254209,Non-Travel,No,4,3,10,No
Human Resources,4391.523124,Non-Travel,Yes,1,1,8,Yes
Sales,5323.696963,Non-Travel,No,4,1,11,No
Sales,4298.777759,Travel_Frequently,Yes,2,3,11,Yes
Human Resources,5533.155035,Non-Travel,No,2,4,12,No
Human Resources,5097.478357,Non-Travel,Yes,3,2,7,Yes
Research & Development,5151.9587,Non-Travel,No,3,2,10,No
Sales,5196.558641,Travel_Rarely,No,2,2,10,No
Human Resources,5245.503464,Travel_Frequently,Yes,2,2,11,Yes
Human Resources,3750.14279,Travel_Rarely,Yes,3,3,9,Yes
Human Resources,4851.607265,Travel_Rarely,No,3,1,9,No
Human Resources,5966.288111,Non-Travel,No,2,1,10,No
Sales,5463.900863,Non-Travel,No,2,3,8,No
Sales,4045.084275,Travel_Frequently,No,4,1,8,Yes
Research & Development,5302.041529,Travel_Frequently,Yes,2,4,11,Yes
Research & Development,4806.07567,Travel_Frequently,No,2,1,11,Yes
Human Resources,4709.230565,Travel_Frequently,Yes,1,3,10,Yes
Human Resources,5299.669146,Travel_Rarely,Yes,2,1,11,Yes
Research & Development,5059.557039,Travel_Frequently,Yes,1,4,11,Yes
Research & Development,4836.24206,Travel_Rarely,Yes,4,4,9,Yes
Sales,4493.144306,Non-Travel,No,3,2,11,No
Sales,4672.416353,Travel_Frequently,No,4,1,8,Yes
Human Resources,5102.524685,Non-Travel,Yes,4,1,8,Yes
Human Resources,4478.396789,Travel_Rarely,No,2,1,8,Yes
Human Resources,5196.404245,Non-Travel,No,3,4,15,No
Human Resources,4424.270515,Non-Travel,No,1,2,10,Yes
Sales,5082.654027,Non-Travel,Yes,4,1,11,No
Research & Development,5006.264972,Travel_Rarely,Yes,2,4,12,No
Sales,5564.129522,Travel_Frequently,Yes,4,4,8,No
Research & Development,4771.953879,Non-Travel,No,2,2,10,No
Human Resources,4625.953381,Non-Travel,No,4,3,12,No
Research & Development,5271.974122,Travel_Frequently,Yes,4,2,14,Yes
